,logS,SMILES
1797,0.1553573817,O=C1NC(=O)C2CCCC12
7385,-5.51,CC12CC3=C(ON=C3)C=C1CCC4C2CCC5(C)C4CCC5(O)C#C
6924,-3.3575,CNC(=O)Oc1cc(C)cc(c1)C(C)C
4784,1.0597,CC(C)N(C)C
6451,-1.84,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(O)=O
6593,-3.7476,CCc1cccc(CC)c1
956,-0.0813040923,[Mn++].[O-]P=O.[O-]P=O
8993,-2.31,CC1=C(CC(=O)O)C(=O)NC(=O)N1
2162,-0.4507860761,C=CN1CCCCCC1=O
3474,-6.2637704779,[Ca++].Cc1cc(c(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)cc1Cl)[S]([O-])(=O)=O
1491,-5.3846168146,CCCCCCCCC(CO)CCCCCC
7620,-3.0,CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1
9914,-2.74,ClC(Cl)=C(Cl)Cl
10,-2.2827688499,CN(C)c1ccc(C=O)cc1
9160,-4.16,CCCCC(CCCC)(CCCC)C(=O)NO
5086,-4.4643,CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1
4109,-6.4372,CCCCCCCCCC
6976,0.995,CCN(CC)C=O
3330,-4.4504277175,Brc1ccc2c3cc4ccc5C(=O)c6ccccc6c7cc8ccc(C(=O)c2c1Br)c3c8c4c57
3318,-3.3549684893,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C
9715,-2.03,COC1=CC2=C(C=C1)N=CC=C2C(O)C1CC2CCN1CC2C(=O)O
3515,-6.3502060506,CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C
6481,-5.6635,NC(=O)c1nn(c2ccc(Cl)c(COCC(F)(F)C(F)(F)F)c2)c(n1)c3ccccc3
4588,-4.0876,Oc1c(Cl)cc(Cl)cc1[N+]([O-])=O
1782,-0.6029811942000001,[Na+].[Na+].Nc1ccc(N=Nc2ccc(cc2)[S](=O)(=O)Nc3ccc(cc3)N=Nc4c(N)c5c(O)c(N=Nc6ccccc6)c(cc5cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(N)c1
6393,-1.5902,[NH3+][C@H](CC([O-])=O)c1cccc2ccccc12
6223,-7.1299,Clc1cccc(c1)c2cc(Cl)c(Cl)cc2Cl
5553,-2.2471,OC(=O)CCC[Se][Se]CCCC(O)=O
8454,-1.69,CN1N=C(SC1=N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2)[S](N)(=O)=O
8719,-1.04,CCC(C)(C)CO
1225,-5.6839101049,Oc1c(cccc1c2ccccc2)c3ccccc3
2847,-2.4244542069,ClCC(Cl)C(Cl)=C
2939,-3.4150433898,CCC(=O)N(C1CCN(CC1)Cc2ccccc2)c3ccccc3
6020,-4.2798,CCCN(CCC)C(=O)SCc1ccccc1
239,-2.3647374971,COc1cc(\C=C\C)ccc1O
5917,-8.5901,Clc1ccc(Cl)c(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl
8361,-7.44,CC1=C2C=CC3=C(C=CC=C3)C2=CC4=CC=C(Cl)C=C14
7643,-0.32,CC(C)NCC(O)COC1=C(OCC=C)C=CC=C1
4524,-0.3879999999999999,Cc1cccc(CO)c1
6347,-0.9818,CC[C@H](C)[C@H](NCCC#N)C(O)=O
1281,-6.4741688972,CC(C)(c1ccccc1)C(C)(C)c2ccccc2
2340,-1.5811040628,ClCC(Cl)Cl
4193,-1.1552,OC(=O)c1cc(O)c(O)c(O)c1
4935,-1.544,Brc1oc(C=O)cc1
2603,-1.3810309201,[Na+].[O-][S](=O)(=O)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1
7825,-4.31,CCCCCCCCCCCCCCC(O)=O
1715,-0.7639420940999999,[Na+].Nc1cc(N)c(cc1N=Nc2cc(ccc2O)[N+]([O-])=O)[S]([O-])(=O)=O
3661,-4.8789,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
4969,-3.2425,O=C1CNC(=S)N1c2ccccc2
1552,-6.356030959,CCCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCC
8090,-4.06,O=C1NC(=O)C2=C(N1)NC(=O)C(=O)N2
2761,-1.9425722692,COC(=O)C=C1CCCC1
7920,-2.95,OC1=CC=CC(=C1)NN=C(C#N)C#N
1155,-3.2477605654,CCC1(C)Nc2cccc3cccc(N1)c23
1525,-6.849323575900001,COC(=O)CCc1cc(n2nc3ccccc3n2)c(O)c(c1)C(C)(C)C
8795,-3.0,O=C(OCC)C=Cc(cccc1)c1
8854,-4.47,CC(=O)Oc1c(N(=O)(=O))c(C)c(N(=O)(=O))cc1C(C)(C)C
7793,-4.17,CC(C)COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3
5721,-1.6075,COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1
9342,-2.88,CCOC(=O)CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
4905,-1.4593,CC(C)O[N+]([O-])=O
7248,-0.94,OC1=CC=C(C=C1)[N+]([O-])=O
7661,-2.72,CN1CCC23CCCCC2C1CC4=C3C=C(O)C=C4
6618,-4.5619,Clc1ccc(Cl)c(Cl)c1Cl
6761,-2.3899,Cc1cscc1
6476,-6.8137,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2c(F)c(F)cc(F)c2F
4676,0.9349,CN(C)C(=O)N(C)C
8694,-3.77,c1cc(C)ccc1C(C)C
1818,0.1050056219999999,[NH4+].[Fe+3].[O-]C(=O)CN(CCCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
5337,-3.0832,OC(=O)c1ccc(NC(=O)c2cccnc2)cc1
7755,-4.05,O=C1NC=NC2=C1C=N[N]2COC(=O)C3=CC=CC=C3
4608,-2.6354,OC(=O)c1cc(C=O)ccc1O
7901,-3.67,CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3
9931,-6.08,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
921,-4.116871778,CCCCC(CC)C(=O)OOC(C)(C)CC
5701,-0.2926,CC(Cl)C(C)(C)O
5767,-4.4651,CSC1=CC(=O)c2ccccc2C1=O
8491,-8.65,FC1=CC=CC(=C1C(=O)NC(=O)NC2=CC(=C(OC3=C(Cl)C=C(C=N3)C(F)(F)F)C(=C2)Cl)Cl)F
2158,0.3460227367,[Na+].CC(C)c1ccc(cc1)[S]([O-])(=O)=O
9609,-2.62,COC1=CC=C2C=C(C(C)C(=O)OCC(O)CO)C=CC2=C1
848,-5.1866018088,CCOc1ccccc1NC(=O)c2cc3ccccc3cc2O
7905,-2.96,OC(=O)/C(S)=C/C1=CC=CC=C1
8273,-7.23,ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC=C2Cl)C=C1)Cl
4366,-0.1971,CC(C)C(N)C(O)=O
372,-3.3330935045,C.O[S](O)(=O)=O
774,-1.8934476814,COCc1ccc(O)c(OC)c1
5768,-6.5407,CCCN(CC1CC1)c2c(cc(cc2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
4459,-1.3247,C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O
3798,-6.0892,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1
8667,-4.779,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
1554,-6.4222745911,CC(C)CCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCC(C)C
9955,-2.65,N\C(CCSCc1csc(\N=C(\N)N)n1)=N\S(=O)(N)=O
9479,-1.15,CN=C(NC)N1CC2=CC=CC3=CC=CC(=C32)C1
732,-1.7963921827,C1OC1COc2ccccc2
9277,-2.16,O=C(O)CNC(CC1=CC=CC=C1)C(=O)O
7227,-3.35,ClC1=CC=C(Cl)C=C1
1213,-5.496890424,CC(CCCC(C)C=O)CCC=C(C)C
9682,-2.39,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
9166,-1.41,CC(=O)NC(CC1=CC=CC=C1)C(=O)O
1589,-6.3011016483,[Ti+4].[O-][Si]([O-])=O.[O-][Si]([O-])=O
7509,-3.89,CC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C
7634,-1.84,COC(=O)C1=CC=CC=C1OC(C)=O
7605,-1.92,NC(=S)C1=CC=CC=C1
6350,-1.6952,COC(CC(O)=O)c1ccccc1
6806,-1.3192,CCCOCCC
7003,-1.4895,N[C@@H](CSC(/Cl)=C/Cl)C(O)=O
9362,-2.71,CCCCCCCCCCSC(=N)N
256,-4.6202577876,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
7971,-1.69,COC(=O)OC1=CC=C(NC(C)=O)C=C1
3012,-4.4653328209,ON1CC(=O)N=C2C=CC(=CC2=C1c3ccccc3Cl)Cl
6508,-5.5186,Cc1sc(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)c(n1)C(F)(F)F
3184,0.9642581623,CCCC(CCC)CCCC1COCCN1CCO
5461,-0.6823,CCCCC(NC(C)=O)C(O)=O
203,-4.7874700957,CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1
7058,-12.0605,Clc1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1Cl
4596,-1.4861,OCc1ccccc1[N+]([O-])=O
2719,0.9994921725,O=C1CCCCO1
9964,-3.09,OC1=C(C(O)=C(C([C@@](C(C(C(N)=O)=C(O)[C@H]2N(C)C)=O)(O)[C@@]2([H])[C@H]3O)=O)[C@@]3([H])[C@@]4(O)C)C4=CC=C1
8695,-4.17,c1ccccc1Cc2ccccc2
2014,-0.0356831695,[Ru+3].[Ru+3].[Ru+3].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O
338,-3.4892158636,CC(C)C(=O)C(C)(C)CC=C(C)C
4236,-0.5033,CCC(C)C(N)C(O)=O
8984,-1.7,NC1=NC(=O)NN1C1=CC=CC=C1
5788,-9.351,Brc1ccc(c(Br)c1Br)c2c(Br)c(Br)c(Br)c(Br)c2Br
3617,-7.4876332175,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(Cl)cc4n3
9322,-4.23,CCCCCCCOC(=O)C1=CC(Cl)=C(O)C=C1
2808,-2.2588292445,CC(C)(C)CC(C)(C)NC(=O)C=C
5431,-2.6774,OC(=O)c1cccc2ncccc12
575,-4.3707014658,[Zn++].CC(C)CCCCCO[P]([S-])(=S)OCCCCCC(C)C.CC(C)CCCCCO[P]([S-])(=S)OCCCCCC(C)C
4475,-1.7705,[O-][N+](=O)C(Br)([N+]([O-])=O)[N+]([O-])=O
7544,-3.02,N[S](=O)(=O)C1=CC2=C(S1)[S](=O)(=O)CCC2=O
456,-0.9372185286,[Br-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3
5751,-4.9703,Clc1ccc(Cl)c(Oc2ccccc2)c1
2386,0.1271308568,OCC(Br)(CO)[N+]([O-])=O
2721,0.9823448956,OCCCCCO
6060,-7.4721,Clc1ccc(c(Cl)c1)c2c(Cl)cc(Cl)c(Cl)c2Cl
1315,-7.505541952200001,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2
8658,-4.1610000000000005,OC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13
714,-2.9226200497000003,Oc1ccc(cc1O)C(=O)c2ccccc2
8070,-1.18,CC(O)CN(CC(C)O)C(=O)COC(=O)C1=CC=CC=C1
6326,-6.3508,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl
1699,1.0138642136,OCC(=O)CO
4852,-2.5784,Cc1c(C(O)=O)c(O)cc2C(=O)c3c(O)c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3C(=O)c12
6769,-3.7413,Cc1cccc2ccccc12
3480,-6.293710562799999,Nc1ccc(c2ccc(N)c3C(=O)c4ccccc4C(=O)c23)c5C(=O)c6ccccc6C(=O)c15
9289,-1.98,CC1=C(O)C=CC(C(=O)CC(C)C)=C1
5961,-4.7239,CC(C)CCCC(C)C\C=C\C(C)=C\C(=O)OCC#C
4836,-3.1373,COC1[C@H](O)C(C)O[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CCC4C3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)C1O
3772,-0.7574,CC(O)C(Cl)(Cl)Cl
1621,-6.733128222,CCCCCCCCCCCC(=O)OCCC(C)C
6364,-3.5372,COCCOc1ccccc1[S](=O)(=O)NC(=O)Nc2nc(OC)nc(OC)n2
7067,-4.4252,O=C(OOC(=O)c1ccccc1)c2ccccc2
4006,1.0309,Cc1cccnc1
4587,-0.3436,CCC(CO)[N+]([O-])=O
5169,-4.2178,CC1CCCCN1CCCOC(=O)c2ccc(Cl)c(Cl)c2
257,-4.589885800199999,[O-][N+](=O)c1ccc(CCc2ccc(cc2)[N+]([O-])=O)cc1
1761,-0.4747040271,[Na+].[Na+].[Na+].[Co+3].CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.CC(=O)\C(=N/Nc3cc(cc(c3[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c4ccccc4
6075,-5.0574,CCN(C(=O)Oc1cccc(NC(=O)OC(C)C)c1)c2ccccc2
6620,-2.6656,Fc1cccc(Br)c1
2449,0.5693792548,C=CC=O
9550,-2.22,CN1CCC23C4=C5C=CC(OCC6=CC=CC=C6)=C4OC2C(O)C=CC3C1C5
4887,-4.1549,CCCCCCCS
3593,-6.9758197173,CCCCC(CC)COC(=O)\C=C/C(=O)OCC(CC)CCCC
6008,-8.21,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2
134,-2.2566445306,Cc1cccc(C)c1OCC(O)=O
2935,-3.0799294807,CC(C)CC1CC(C)CCO1
963,-2.4514194624,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O
5235,-0.3143,Cc1ccc(O)c(CO)c1
2396,-0.6876597172,Oc1ccc(Cl)cc1
7435,-2.0,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C2=CC=CS2
4882,-1.585,OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O
1463,-4.6673277833,CCN(CC)c1cc(NC(C)=O)c(cc1OC)N=Nc2c(Cl)cc(cc2[N+]([O-])=O)[N+]([O-])=O
948,-1.9355008883,Cc1ccc(C)c(O)c1C
4509,0.7953,C1N[C@@H](CC=C1)c2cccnc2
3196,-0.8216489824,COc1cc(ccc1NC(=O)c2ccc(cc2)N=Nc3c(O)nc(NC#N)nc3[O-])N=Nc4ccc5cc(cc(c5c4)[S]([O-])(=O)=O)[S]([O-])(=O)=O.OCC[NH+](CCO)CCO.OCC[NH+](CCO)CCO.OCC[NH+](CCO)CCO
7129,-1.3663,Nc1cccc(c1)C(O)=O
1977,-1.1748734719,[Na+].[Na+].[Na+].[Na+].Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc5c(cccc5[S]([O-])(=O)=O)c(c4)[S]([O-])(=O)=O)c(C)c3)n2)ccc1N=Nc6cc7c(cccc7[S]([O-])(=O)=O)c(c6)[S]([O-])(=O)=O
3488,-8.2650486602,COCCOCCCN1C(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O
1904,0.5192202667,[Na+].[Cl-].[O-]C(=O)c1ccc[n+](Cc2ccccc2)c1
494,-5.0220270242,[Pr+3].[Pr+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O
2923,-2.9898040042000003,CCCCC(CC)C(=O)OC
7366,-2.12,NC1=NC2=C(N=C[N]2COCCO)C(=O)N1
737,-4.0549767292,C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CCC2=O
7489,-9.1,ClC1=CC=C(C2=CC(=C(Cl)C(=C2)Cl)Cl)C(=C1Cl)Cl
6166,-11.4817,Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c23)c(Cl)c1Cl
2548,-0.8059235439,COC(=O)\C=C(/C)N
5920,-1.4188,CC([S](C)(=O)=O)[S](C)(=O)=O
8664,-0.605,C\C(Cl)=C/C(O)=O
2774,-2.1910376032,CCCCCCCCN(CCO)CCO
7556,-2.2,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC
3344,-5.9638494884,CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3ccc(cc23)C(=O)C(C)(C)O
6878,-2.2267,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3
2934,-3.1963980912,[NH3+]CCCCCCCCCCCC([O-])=O
1879,0.0562733679,CC(=C)C(O)=O
1276,-6.4785159933,CCCCCCCC[Sn](=O)CCCCCCCC
6975,-1.9873,Cc1ccc(cc1)[S](C)(=O)=O
2498,-2.0063585886,CC(C)C1CCC(C)CC1OCC(O)CO
2275,0.1471983169,[Cl-].Nc1cn(n[o+]1)N2CCOCC2
4233,-2.5057,CCC(C)N1C(=O)NC(=C(Br)C1=O)C
7295,-2.47,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C\C=C\CCCC(O)=O
6671,-2.0621,Cc1ccccc1C(O)=O
3398,-7.6305993261,COc1ccccc1N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2
3513,-7.814241028500001,Cc1ccc(cc1N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(C)c(NC(=O)C5=Cc6ccccc6C(=N/Nc7c(C)cccc7C(=O)OCCCl)/C5=O)cc4C)C(=O)OCCCl
4744,-0.402,CSc1ncccn1
7360,-3.22,CCCCN1CCCCC1C(=O)NC2=C(C)C=CC=C2C
2569,0.0830232388,COCC(C)OC(C)=O
8349,-3.18,CCN1CCN(CC1)C2=CC3=C(C=C2F)C(=O)C(=CN3C4CC4)C(O)=O
9274,0.39,CC(CC(=O)NC1=CC=CC=C1)C(=O)O
9196,-2.64,CCCCCCCCCNCC(O)CO
7993,-3.48,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O
2437,0.0379554154,[Na+].Nc1ccc(cc1)[S]([O-])(=O)=O
8500,-5.97,COC1C(CC2CN3CCC4=C([NH]C5=C4C=CC(=C5)OC)C3CC2C1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC
7454,-8.39,ClC1=CC=C(C=C1Cl)C2=CC(=C(Cl)C(=C2)Cl)Cl
9295,-3.38,CCCOC(=O)C1=CC(Cl)=C(O)C=C1
6655,-2.29,OC(=O)COc1ccc(Cl)cc1
8216,-7.0,ClC1=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=CC=C1
1235,-5.816819421799999,CC1CC(CC(C)(C)C1)OC(=O)c2ccccc2O
9341,-3.0,O=C(O)C1=C(N=NC2=CC=C(O)C=C2)C=CC=C1Cl
169,-0.8459165595999999,CCS
9961,-2.9,O[C@]1([C@H](N(CC=C)CC2)C3)[C@@]42C5=C3C=CC(O)=C5O[C@H]4C(CC1)=O
6096,-8.68,Clc1cc(Cl)c(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl
7740,-3.39,OC1=C2OC3C(=O)CCC4(O)C5CC(=C2C34CCN5CC=C)C=C1
1195,-5.4883700889,CCCCCCC(O)CCCCCCCCCCC(O)=O
7808,-6.33,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C(=C1C5(C)C)C
7985,-0.77,OCC1OC(C(O)C1O)N2C=CC(=O)CC2=O
7014,-6.1033,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12
9019,-2.04,O=S(CCCl)CCS(=O)CCCl
5634,-1.3755,COc1c(C)c(C=O)ccc1O
2003,1.1758552936,OC=O
2865,-2.5175442498,CC(C)COC(=O)[C@H](C)Cl
460,-3.5896411422,CC/C(C)=C/CC/C(C)=C/C#N
4057,0.9782,CC(N)(CO)CO
7878,-1.14,OCNC(=S)C1=CC=CC=C1
9031,-1.7,CCOC(=S)SC(CC(N)=O)C(=O)O
4273,-0.2836,COCC(F)F
1814,-0.8495729560999999,ON=C1CCCCC1
1306,-6.953686490700001,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
4340,1.065,C\C=C/C(O)=O
6207,-0.9624,ClCCN(CCCl)[P]1(=O)NCCCCO1
1637,-7.071179206900001,CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCCCCCCCC\C=C/CCCCCCCC
2973,-3.5976237668,CCCCCCC(=O)OCC=C
2542,-0.8608353259999999,CCOc1ccc(N)cc1
7420,-7.96,ClC1=CC=C(C=C1)C2=CC(=C(Cl)C(=C2)Cl)Cl
9015,-0.69,CCC(C)C(NC(C)=O)C(=O)O
4199,-1.7285,ClCCNC(=O)N(CCCl)N=O
5129,-1.8476,CC(Br)CCl
5578,0.2475,CC(OC(C)=O)C#N
4990,-4.5241,CCNC1=NC(=O)N=C(NC(C)C)N1
463,-1.7677385178999998,[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)[N+]([O-])=O
6648,-2.6468,OC(=O)Cc1cccc2ccccc12
2034,0.5627035438,CC1(C)CC(O)CC(C)(C)N1[O]
2848,-2.3364163689,CCOC(=O)C(C)CC
5023,-1.935,OC(=O)C1CCCCC1C(O)=O
1942,-1.7357141887,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S]([O-])(=O)=O
5072,-7.31,Cc1c2ccccc2cc3c4ccccc4cc(F)c13
8115,-3.57,OC(=O)C1=C(Cl)C=CC2=C1N=CC(=C2)Cl
1681,-6.9334417301,[Al+3].[O-]B([O-])[O-]
3089,-0.0332510813,[Na+].[O-][S](=O)(=O)c1ccc(C=C)cc1
6941,-7.1379,CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2
4145,-4.1077,CC(=O)Oc1ccccc1C(=O)Oc2ccccc2
1735,0.1189898767999999,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
329,-4.5097094839,CC\C=C/CCOC(=O)C\C=C/CC
5900,-6.2999,Clc1cc(Cl)cc(c1)c2ccccc2Cl
8352,-9.64,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C(=C1)Cl
5444,0.8412,CC1(CCOC1=O)C(O)=O
9764,-2.58,CCCCC(=O)CCCC
3054,-7.2738841077,COc1ccc(c(O)c1)C(=O)c2ccccc2O
1878,-0.2337041755,Nc1ccc(OCCO)c(N)c1
5752,-5.5201,Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1
1579,-6.6281415672,CCCCCCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C
8014,-3.52,CCCCN(CC)C1=NC(=NC(=N1)N=[N+]=[N-])N
3025,-5.028666922799999,CC(=O)OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O
1952,0.4204601089999999,[Na+].[Na+].[Na+].[Na+].CC(O)([P]([O-])([O-])=O)[P]([O-])([O-])=O
8202,-6.9,ClC1=C(Cl)C=C(OC2=CC=CC(=C2Cl)Cl)C=C1
5000,-2.3541,C[C@@H](Cl)[C@@H](C)Cl
7398,-1.92,CN1N=C(SC1=NC(C)=O)[S](N)(=O)=O
3943,0.534,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
1288,-6.785897843300001,CCCCCCCC\C=C/CCCCCCCCO.O[P](O)(O)=O
9941,-2.0,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
4438,-2.7324,CCCCCCl
2993,-3.8202211698,C1C=CC2C3CC(C=C3)C12
507,-2.5767203524,COC(=O)c1ccc(C)cc1
8067,-1.17,CC(=O)C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1
7223,-1.4,CCC1=CC=C(O)C=C1
8258,-7.44,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C(=C1)Cl
6335,-0.794,CN1C(=O)N=CC2=C1NC(=O)N2
8347,-5.32,CSC1=CC=C2OC3=C(C=C(C=C3)C(O)=O)C(=O)C2=C1
6286,-2.4599,COC(=O)c1ccc(C)cc1C2=NC(C)(C(C)C)C(=O)N2
6185,-2.7345,COc1ccc(NC(=N)Nc2ccc(OC)cc2)cc1
3002,-4.387910768899999,CCOc1nc(NC)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(=O)OC)n1
5693,-3.2225,CCCCC(O)(CCCC)C(O)c1ccccc1
6631,-0.8221,COc1ccccc1O
2595,0.2124315669,CN(C)C(N)=O
8028,-4.4,CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2O
4592,-2.6511,[O-][N+](=O)c1ccc2COC(=O)c2c1
7750,-4.9,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)C
5110,-3.699,OC(=O)CCCCCCCCCCBr
9627,-3.98,CC1C(N)CN1C1=C(F)C2=C(C(=O)C(C(=O)O)=CN2C2CC2)C(N)=C1F
6691,-1.3931,CCCC(O)CCC
6561,-3.6826,CCC(C)CC
5499,-8.8336,CCOc1cc(N=Nc2cc(cc(c2Br)[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O
69,-3.1784471289,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
3753,-3.5913,N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F
4284,-1.5031,ClCC[S](=O)(=O)CCCl
3152,0.3386928662,[Na+].CC(C)(C[S]([O-])(=O)=O)NC(=O)C=C
1377,-0.2316119628,Cl.CCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)OCC
411,-4.6439814041,CC/C=C/CCOC(=O)c1ccccc1O
7483,-4.35,CC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=CC(=C1)Cl
4220,-3.5149,C1CCCCCC1
807,-4.6704052705,CC1=CCC2C(C1)C2(C)C
5389,-2.0608,CC(=C)[C@@H]1CC=C(C)C(=O)C1
517,-1.7648130029,[Na+].Nc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O
2088,0.4376764540999999,CC(C)(CO)C(O)C(=O)NCCCO
5773,-8.0133,Clc1ccccc1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
3959,-2.6069,CCCC(=O)OCCOC(=O)CCC
320,-4.0080532109,O1[Pb]O[Pb]2O[Pb]1O2
3238,0.96197626,[NH4+].[O-]C(=O)CS
6418,-4.9417,C[C@@H](Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)OCC#C
918,-1.9472895459,O=C1NSc2ccccc12
